NAME,Population,Median Age,Median Household Income,Unemployment Rate,Wage-based Gini,White-alone,Bachelor,Poverty,Labor,Manufacturing,Children,Foreign-born,Housing,Vacancy,Owner,State,Place
"Johnson city, Minnesota",12,34.5,-666666666,0.0,0.1336,12.0,0.0,4.0,8.0,-666666666.0,0.0,4.0,6.0,2.0,4.0,27,32012
"Felton city, Minnesota",135,44.3,57750,5.0,0.3971,135.0,10.0,32.0,84.0,-666666666.0,0.0,16.0,77.0,14.0,54.0,27,20834
"Glyndon city, Minnesota",1299,31.3,66875,28.0,0.4117,1153.0,158.0,366.0,733.0,42639.0,9.0,366.0,525.0,64.0,364.0,27,24182
"Hamburg city, Minnesota",571,42.9,75682,24.0,0.3348,560.0,62.0,94.0,358.0,52083.0,20.0,94.0,241.0,7.0,182.0,27,26666
"Mayer city, Minnesota",1955,33.2,98405,56.0,0.2878,1867.0,358.0,574.0,1188.0,64375.0,19.0,574.0,659.0,0.0,606.0,27,41138
"Watertown city, Minnesota",4408,36.5,83542,61.0,0.3742,4349.0,422.0,1283.0,2491.0,57933.0,57.0,1268.0,1749.0,141.0,1237.0,27,68548
"Georgetown city, Minnesota",76,43.6,68125,4.0,0.3275,70.0,6.0,15.0,44.0,38750.0,0.0,15.0,44.0,7.0,35.0,27,23498
"Moorhead city, Minnesota",42939,30.4,60315,793.0,0.4273,38020.0,6714.0,9576.0,24277.0,48420.0,2858.0,9378.0,17903.0,1408.0,9931.0,27,43864
"Foley city, Minnesota",2647,32.4,59375,38.0,0.3581,2517.0,258.0,762.0,1287.0,40288.0,53.0,762.0,1000.0,46.0,647.0,27,21536
"Clearbrook city, Minnesota",483,50.4,31875,13.0,0.5302,450.0,60.0,92.0,197.0,27500.0,21.0,87.0,261.0,47.0,122.0,27,11746
"Eagan city, Minnesota",66379,38.2,90515,1670.0,0.4216,50741.0,15423.0,14764.0,40101.0,67331.0,9554.0,14395.0,26939.0,728.0,18271.0,27,17288
"Callaway city, Minnesota",165,49.1,45625,2.0,0.327,67.0,5.0,29.0,92.0,-666666666.0,2.0,29.0,87.0,11.0,55.0,27,09280
"Lakeville city, Minnesota",63915,36.6,110212,1036.0,0.3721,55279.0,14926.0,18074.0,37014.0,59057.0,5608.0,17839.0,22709.0,463.0,19022.0,27,35180
"Rosemount city, Minnesota",24292,37.2,104743,373.0,0.3707,21214.0,5147.0,6992.0,14158.0,69492.0,1853.0,6892.0,8699.0,136.0,7357.0,27,55726
"Negaunee city, Michigan",4547,36.1,52399,63.0,0.3994,4382.0,744.0,1097.0,2110.0,40500.0,107.0,1092.0,2084.0,194.0,1455.0,26,56860
"West Ishpeming CDP, Michigan",2739,48.8,60921,39.0,0.4115,2514.0,477.0,484.0,1070.0,44250.0,28.0,434.0,1131.0,103.0,874.0,26,85700
"Ferrysburg city, Michigan",3013,50.8,67179,41.0,0.3954,2886.0,491.0,506.0,1494.0,52150.0,51.0,456.0,1655.0,296.0,1210.0,26,27960
"Grand Haven city, Michigan",10994,47.4,58307,314.0,0.4475,10655.0,1873.0,1786.0,5695.0,48625.0,244.0,1661.0,5648.0,747.0,3475.0,26,33340
"Houghton Lake CDP, Michigan",3350,55.7,28816,147.0,0.4268,3274.0,139.0,576.0,1154.0,45313.0,25.0,557.0,3114.0,1542.0,982.0,26,39400
"Riverview city, Michigan",12137,45.9,58246,235.0,0.4606,11430.0,1286.0,2048.0,5751.0,55885.0,500.0,1928.0,5454.0,318.0,3198.0,26,68880
"Taylor city, Michigan",61379,38.0,50053,2331.0,0.4172,46207.0,3761.0,12592.0,30474.0,48424.0,2443.0,11443.0,26000.0,1970.0,15397.0,26,79000
"Eaton Rapids city, Michigan",5231,37.3,42921,79.0,0.3936,5092.0,259.0,1194.0,2461.0,45053.0,38.0,1101.0,2390.0,220.0,1306.0,26,24540
"Coopersville city, Michigan",4396,30.5,56594,136.0,0.3694,4079.0,329.0,1338.0,2248.0,37375.0,45.0,1280.0,1634.0,66.0,1157.0,26,18020
"Centreville village, Michigan",1278,43.9,52929,18.0,0.3543,1145.0,56.0,218.0,587.0,41953.0,12.0,206.0,478.0,36.0,291.0,26,14460
"Sturgis city, Michigan",10905,34.4,41630,357.0,0.3919,9557.0,453.0,2768.0,5306.0,30925.0,1071.0,2698.0,4798.0,547.0,2524.0,26,76960
"Holland city, Michigan",33402,32.5,57002,625.0,0.4258,27274.0,3959.0,6728.0,17846.0,36388.0,2916.0,6182.0,12911.0,884.0,7401.0,26,38640
"Norton Shores city, Michigan",24467,42.1,63805,548.0,0.424,22469.0,3629.0,5271.0,12652.0,48448.0,570.0,5004.0,10802.0,901.0,8026.0,26,59140
"Harvey CDP, Michigan",1534,36.5,48869,20.0,0.4337,1459.0,319.0,308.0,850.0,44000.0,28.0,303.0,691.0,116.0,412.0,26,37080
"Palmer CDP, Michigan",423,40.3,51307,6.0,0.3306,417.0,19.0,90.0,198.0,8750.0,0.0,90.0,157.0,2.0,130.0,26,62180
"St. Helen CDP, Michigan",2671,54.3,33629,108.0,0.3882,2563.0,102.0,295.0,922.0,31210.0,24.0,280.0,2676.0,1472.0,990.0,26,70800
"Forestville village, Michigan",106,59.5,42500,5.0,0.3214,104.0,3.0,14.0,43.0,22083.0,4.0,14.0,187.0,137.0,44.0,26,29660
"Leslie city, Michigan",2028,33.7,59740,67.0,0.4388,1950.0,132.0,533.0,990.0,50714.0,18.0,492.0,795.0,88.0,559.0,26,47180
"Okemos CDP, Michigan",24141,34.5,78600,623.0,0.4885,16946.0,4629.0,5266.0,12498.0,78603.0,5184.0,5244.0,10206.0,573.0,5864.0,26,60340
"Detroit Beach CDP, Michigan",1742,44.6,60125,52.0,0.3563,1678.0,94.0,221.0,1035.0,83206.0,32.0,216.0,899.0,134.0,701.0,26,22040
"Twin Lake CDP, Michigan",1513,55.5,90625,0.0,0.2658,1501.0,87.0,179.0,691.0,54458.0,41.0,179.0,782.0,155.0,610.0,26,81040
"Spring Lake village, Michigan",2390,46.7,57250,72.0,0.4366,2332.0,479.0,503.0,1192.0,40917.0,56.0,487.0,1364.0,257.0,879.0,26,75820
"Posen village, Michigan",185,50.8,25833,3.0,0.4332,184.0,7.0,31.0,85.0,36250.0,0.0,28.0,125.0,25.0,65.0,26,66000
"Westland city, Michigan",81938,40.2,50710,2299.0,0.4268,60884.0,8693.0,16236.0,42989.0,51687.0,7322.0,15015.0,37537.0,2354.0,21092.0,26,86000
"Lake City city, Michigan",771,37.9,45714,19.0,0.4108,686.0,45.0,233.0,316.0,44219.0,14.0,202.0,431.0,153.0,204.0,26,44480
"Marion village, Michigan",896,37.5,35000,37.0,0.4031,874.0,58.0,182.0,361.0,35000.0,7.0,150.0,389.0,27.0,234.0,26,51660
"Caspian city, Michigan",477,52.6,29063,20.0,0.5474,425.0,24.0,72.0,211.0,31477.0,9.0,72.0,379.0,102.0,186.0,26,13860
"Weidman CDP, Michigan",817,40.3,44931,11.0,0.4691,801.0,25.0,148.0,383.0,40486.0,0.0,148.0,415.0,58.0,290.0,26,85140
"Potterville city, Michigan",2713,30.6,56225,65.0,0.3555,2488.0,247.0,723.0,1512.0,37368.0,4.0,709.0,1165.0,109.0,757.0,26,66100
"Sunfield village, Michigan",504,33.3,48750,17.0,0.3454,465.0,27.0,121.0,251.0,43333.0,9.0,116.0,216.0,14.0,145.0,26,77420
"Ferndale city, Michigan",20137,35.0,71807,371.0,0.4127,17665.0,5056.0,2042.0,14688.0,54688.0,796.0,1960.0,11059.0,834.0,6928.0,26,27880
"Hazel Park city, Michigan",16525,36.8,38903,586.0,0.4164,13023.0,1348.0,2949.0,8716.0,48178.0,718.0,2577.0,7788.0,700.0,3509.0,26,37420
"Lincoln Park city, Michigan",36697,36.1,44554,1167.0,0.4477,28514.0,1626.0,8895.0,17371.0,43216.0,3107.0,8214.0,15548.0,1304.0,9898.0,26,47800
"Farmington city, Michigan",10563,37.9,76102,164.0,0.4305,7287.0,2615.0,1943.0,6060.0,64775.0,2017.0,1865.0,4793.0,135.0,2746.0,26,27380
"Lost Lake Woods CDP, Michigan",340,68.4,58333,3.0,0.3764,340.0,82.0,38.0,91.0,86667.0,6.0,38.0,575.0,393.0,176.0,26,49450
"Brighton city, Michigan",7649,45.2,63136,105.0,0.414,7299.0,1364.0,1138.0,4085.0,55735.0,370.0,1098.0,3861.0,210.0,2209.0,26,10620
"Galien village, Michigan",473,33.1,53750,13.0,0.3472,453.0,25.0,84.0,295.0,29286.0,23.0,72.0,248.0,25.0,149.0,26,31300
"Lake Michigan Beach CDP, Michigan",1190,45.4,61667,41.0,0.4513,1184.0,111.0,236.0,665.0,68056.0,33.0,216.0,1070.0,550.0,400.0,26,44820
"Elsie village, Michigan",1059,36.9,44563,12.0,0.4334,981.0,53.0,254.0,423.0,43125.0,7.0,222.0,490.0,75.0,286.0,26,25780
"Clifford village, Michigan",286,45.5,42917,21.0,0.4034,283.0,3.0,48.0,132.0,36719.0,0.0,47.0,143.0,31.0,94.0,26,16420
"Norway city, Michigan",2774,52.3,43287,73.0,0.4022,2644.0,468.0,429.0,1311.0,43603.0,34.0,429.0,1744.0,282.0,1020.0,26,59220
"Columbiaville village, Michigan",910,33.9,45833,44.0,0.3937,877.0,46.0,219.0,407.0,29615.0,8.0,219.0,377.0,37.0,262.0,26,17460
"Turner village, Michigan",156,32.5,31875,6.0,0.2945,132.0,5.0,30.0,64.0,22500.0,2.0,27.0,65.0,13.0,40.0,26,80820
"Ovid city, Michigan",1698,36.7,48250,22.0,0.3935,1668.0,75.0,428.0,747.0,39074.0,8.0,412.0,684.0,53.0,412.0,26,61860
"Newaygo city, Michigan",2063,34.7,43250,57.0,0.5011,1974.0,140.0,460.0,1075.0,41477.0,43.0,424.0,932.0,53.0,398.0,26,57080
"Byron Center CDP, Michigan",7089,37.8,77250,32.0,0.4945,6573.0,1288.0,2352.0,3386.0,52441.0,204.0,2298.0,2517.0,181.0,2048.0,26,12280
"Forest Hills CDP, Michigan",27830,42.5,119404,362.0,0.4728,25448.0,7447.0,7222.0,14029.0,85859.0,1602.0,7184.0,10271.0,314.0,9299.0,26,29580
"Richmond city, Michigan",5869,37.8,57885,60.0,0.3668,5337.0,506.0,1474.0,2958.0,56480.0,504.0,1370.0,2355.0,169.0,1719.0,26,68380
"St. Clair city, Michigan",5327,41.5,71845,137.0,0.4346,5093.0,731.0,1104.0,2894.0,60089.0,233.0,1104.0,2471.0,237.0,1800.0,26,70680
"Powers village, Michigan",453,63.5,37614,6.0,0.5507,442.0,25.0,60.0,146.0,26250.0,0.0,60.0,163.0,30.0,86.0,26,66140
"Center Line city, Michigan",8260,38.3,45242,320.0,0.3954,5802.0,465.0,1741.0,4371.0,41991.0,617.0,1558.0,3719.0,257.0,1658.0,26,14320
"Romeo village, Michigan",3836,41.2,58668,131.0,0.4332,3481.0,563.0,699.0,2066.0,43182.0,297.0,648.0,1752.0,39.0,1249.0,26,69400
"Robin Glen-Indiantown CDP, Michigan",752,34.7,31641,49.0,0.461,682.0,16.0,193.0,292.0,40156.0,6.0,145.0,383.0,110.0,227.0,26,68990
"Au Gres city, Michigan",808,55.2,30938,64.0,0.4375,739.0,46.0,124.0,294.0,23333.0,19.0,121.0,664.0,246.0,276.0,26,04120
"Omer city, Michigan",259,41.5,34821,8.0,0.4069,241.0,3.0,65.0,111.0,21071.0,4.0,65.0,144.0,33.0,100.0,26,60660
"Beaverton city, Michigan",1380,38.1,27552,47.0,0.552,1314.0,42.0,297.0,558.0,30357.0,0.0,297.0,673.0,52.0,259.0,26,06660
"Breckenridge village, Michigan",1206,36.0,37500,24.0,0.4555,1161.0,81.0,290.0,569.0,31397.0,9.0,272.0,618.0,82.0,351.0,26,10160
"Frankfort city, Michigan",1059,63.5,41500,39.0,0.5077,1040.0,210.0,65.0,411.0,39531.0,8.0,57.0,991.0,523.0,326.0,26,30260
"Ironwood city, Michigan",4955,51.2,31351,159.0,0.5049,4707.0,467.0,606.0,2466.0,24132.0,52.0,599.0,3189.0,615.0,1770.0,26,41060
"Coleman city, Michigan",1324,35.6,34565,45.0,0.4123,1289.0,82.0,286.0,549.0,39500.0,14.0,283.0,646.0,64.0,368.0,26,17100
"Howard City village, Michigan",1589,34.8,41346,19.0,0.4101,1501.0,88.0,459.0,686.0,31971.0,10.0,427.0,644.0,64.0,388.0,26,39500
"Chickamaw Beach city, Minnesota",110,58.7,64375,2.0,0.3636,102.0,11.0,21.0,44.0,68036.0,0.0,16.0,109.0,56.0,53.0,27,11296
"Lake Shore city, Minnesota",1019,51.5,90263,21.0,0.4032,997.0,260.0,171.0,547.0,49375.0,5.0,160.0,1150.0,680.0,396.0,27,34928
"Longville city, Minnesota",174,70.5,41250,5.0,0.423,170.0,13.0,5.0,39.0,-666666666.0,0.0,5.0,217.0,99.0,99.0,27,38114
"Hutchinson city, Minnesota",13914,38.9,57672,282.0,0.4531,13259.0,1382.0,2673.0,7823.0,49806.0,356.0,2447.0,6624.0,409.0,4216.0,27,30644
"Ogilvie city, Minnesota",492,30.7,39583,3.0,0.3554,460.0,25.0,154.0,240.0,35313.0,7.0,141.0,193.0,14.0,108.0,27,48166
"St. Clair city, Minnesota",762,31.5,64792,18.0,0.3493,725.0,115.0,197.0,487.0,44583.0,3.0,188.0,312.0,11.0,244.0,27,56824
"Skyline city, Minnesota",277,51.5,89375,1.0,0.3845,268.0,78.0,56.0,142.0,46250.0,12.0,50.0,117.0,2.0,113.0,27,60754
"Carver city, Minnesota",4771,36.1,114906,64.0,0.293,4411.0,1099.0,1444.0,2750.0,69167.0,225.0,1427.0,1577.0,99.0,1352.0,27,10144
"Clear Lake city, Minnesota",573,31.3,86250,0.0,0.4606,546.0,79.0,143.0,337.0,54500.0,3.0,137.0,206.0,0.0,155.0,27,11764
"Kimball city, Minnesota",925,31.3,64583,20.0,0.3762,842.0,51.0,294.0,497.0,41250.0,15.0,294.0,386.0,45.0,267.0,27,33164
"Bricelyn city, Minnesota",283,48.5,35313,8.0,0.4145,265.0,24.0,50.0,122.0,51250.0,1.0,50.0,174.0,39.0,96.0,27,07678
"Corcoran city, Minnesota",5911,43.0,122075,66.0,0.4308,5470.0,1090.0,1409.0,3402.0,62614.0,578.0,1409.0,2196.0,58.0,2033.0,27,13168
"Courtland city, Minnesota",726,38.8,81250,6.0,0.3617,718.0,128.0,176.0,413.0,43750.0,2.0,174.0,296.0,6.0,237.0,27,13582
"St. James city, Minnesota",4444,37.1,48025,96.0,0.4116,3560.0,259.0,1115.0,2201.0,35625.0,815.0,1110.0,1961.0,198.0,1244.0,27,57040
"Comfrey city, Minnesota",375,40.8,51750,5.0,0.4459,371.0,37.0,97.0,181.0,37500.0,4.0,95.0,187.0,18.0,133.0,27,12772
"Henning city, Minnesota",853,44.5,40078,4.0,0.4114,801.0,58.0,161.0,346.0,31250.0,8.0,159.0,446.0,61.0,221.0,27,28520
"Norcross city, Minnesota",46,37.0,80500,2.0,0.1957,42.0,0.0,4.0,33.0,-666666666.0,0.0,4.0,35.0,7.0,28.0,27,46492
"Kasson city, Minnesota",6350,34.6,76231,64.0,0.3554,6078.0,802.0,1801.0,3631.0,63113.0,215.0,1801.0,2482.0,122.0,2004.0,27,32498
"Alexandria city, Minnesota",13554,37.5,52984,131.0,0.4451,12785.0,1674.0,2566.0,7232.0,41729.0,326.0,2556.0,7270.0,624.0,3542.0,27,00928
"Revere city, Minnesota",77,43.8,32500,1.0,0.4306,69.0,2.0,10.0,47.0,-666666666.0,9.0,10.0,34.0,4.0,27.0,27,53908
"Dakota city, Minnesota",287,52.3,61786,3.0,0.4362,287.0,42.0,31.0,173.0,41875.0,0.0,29.0,157.0,13.0,128.0,27,14518
"Woodbury city, Minnesota",69906,37.1,108539,904.0,0.3983,55612.0,16563.0,18943.0,39119.0,94572.0,8451.0,18414.0,25960.0,594.0,20488.0,27,71428
"Lucan city, Minnesota",168,41.3,54375,3.0,0.3363,156.0,15.0,41.0,99.0,22500.0,0.0,41.0,79.0,9.0,57.0,27,38420
"Stewart city, Minnesota",490,45.3,44886,21.0,0.3362,470.0,13.0,103.0,272.0,44444.0,14.0,103.0,273.0,44.0,167.0,27,62788
"Alberta city, Minnesota",126,49.6,54750,0.0,0.2934,126.0,15.0,22.0,90.0,51875.0,2.0,22.0,56.0,5.0,44.0,27,00676
"Ortonville city, Minnesota",1984,45.0,48906,44.0,0.3836,1917.0,110.0,354.0,986.0,27188.0,46.0,354.0,1146.0,163.0,608.0,27,48706
"Lismore city, Minnesota",227,39.2,51250,14.0,0.4581,227.0,15.0,52.0,120.0,43750.0,6.0,50.0,117.0,29.0,67.0,27,37412
"Taconite city, Minnesota",770,40.4,57292,27.0,0.4221,727.0,38.0,196.0,411.0,11528.0,2.0,192.0,392.0,67.0,278.0,27,64048
"Nicollet city, Minnesota",1250,31.2,73462,12.0,0.3294,1234.0,123.0,335.0,709.0,36471.0,46.0,327.0,474.0,8.0,351.0,27,46150
"Arden Hills city, Minnesota",10293,35.9,91250,291.0,0.4248,8927.0,2059.0,1948.0,5481.0,71513.0,659.0,1851.0,3198.0,75.0,2653.0,27,02026
"Nassau city, Minnesota",71,53.6,74000,0.0,0.3396,71.0,2.0,13.0,43.0,-666666666.0,0.0,13.0,44.0,10.0,34.0,27,45016
"Randall city, Minnesota",625,33.9,46000,14.0,0.3869,625.0,54.0,187.0,259.0,34583.0,4.0,181.0,273.0,23.0,184.0,27,53080
"Hanover city, Minnesota",3298,34.7,104688,20.0,0.3776,3244.0,616.0,1119.0,1840.0,62500.0,66.0,1100.0,1081.0,0.0,1008.0,27,26990
"Le Roy city, Minnesota",1079,43.6,53636,0.0,0.3778,1025.0,114.0,259.0,487.0,44327.0,13.0,259.0,471.0,21.0,321.0,27,36620
"Riverton city, Minnesota",178,31.2,48750,0.0,0.3313,171.0,14.0,52.0,80.0,-666666666.0,0.0,37.0,71.0,13.0,40.0,27,54736
"Roseville city, Minnesota",36026,40.9,71180,726.0,0.4202,27588.0,7627.0,6661.0,19441.0,63800.0,4477.0,6478.0,15935.0,573.0,10057.0,27,55852
"Rockville city, Minnesota",2551,43.6,82847,24.0,0.3771,2293.0,368.0,566.0,1438.0,46842.0,112.0,560.0,1127.0,134.0,791.0,27,55078
"Newport city, Minnesota",3532,41.1,59167,81.0,0.389,2940.0,296.0,763.0,1925.0,43362.0,197.0,715.0,1462.0,40.0,896.0,27,45790
"Minneiska city, Minnesota",106,57.0,62917,3.0,0.3485,105.0,12.0,14.0,61.0,55000.0,8.0,11.0,53.0,2.0,43.0,27,43036
"St. Vincent city, Minnesota",36,58.7,46250,0.0,0.3999,36.0,1.0,2.0,20.0,69375.0,7.0,2.0,31.0,10.0,21.0,27,58144
"Rushmore city, Minnesota",354,33.0,60556,7.0,0.2997,333.0,28.0,97.0,190.0,38472.0,19.0,82.0,190.0,48.0,123.0,27,56338
"Hollandale city, Minnesota",410,41.6,54000,0.0,0.4214,387.0,40.0,115.0,204.0,40536.0,0.0,115.0,180.0,20.0,135.0,27,29636
"Pine Island city, Minnesota",3600,35.0,73889,94.0,0.3356,3483.0,648.0,1059.0,2100.0,82708.0,44.0,1008.0,1478.0,72.0,1009.0,27,51136
"Lake Elmo city, Minnesota",8969,40.6,118421,150.0,0.4612,8271.0,1834.0,2317.0,4844.0,100595.0,549.0,2250.0,3247.0,89.0,2942.0,27,34244
"Warroad city, Minnesota",1881,35.9,58250,52.0,0.4366,1607.0,247.0,415.0,1053.0,42470.0,99.0,387.0,855.0,125.0,435.0,27,68224
"Wanda city, Minnesota",55,65.3,44750,0.0,0.5433,51.0,3.0,8.0,16.0,-666666666.0,0.0,8.0,31.0,2.0,24.0,27,68008
"Afton city, Minnesota",2999,48.4,119511,31.0,0.4709,2839.0,770.0,609.0,1461.0,104286.0,179.0,602.0,1165.0,70.0,1032.0,27,00316
"Rush City city, Minnesota",3170,33.0,46005,63.0,0.4222,2484.0,142.0,520.0,1119.0,38542.0,103.0,454.0,950.0,71.0,514.0,27,56266
"Glenwood city, Minnesota",2567,44.3,47000,51.0,0.4028,2536.0,318.0,469.0,1413.0,45481.0,19.0,461.0,1460.0,152.0,771.0,27,24074
"Pease city, Minnesota",248,32.4,51094,3.0,0.3239,246.0,18.0,67.0,127.0,26458.0,4.0,67.0,104.0,13.0,53.0,27,50056
"Falcon Heights city, Minnesota",5571,33.4,75660,197.0,0.471,3968.0,1191.0,980.0,3287.0,66136.0,1112.0,956.0,2269.0,81.0,1226.0,27,20420
"Richmond city, Minnesota",1582,39.0,56875,11.0,0.3656,1562.0,109.0,385.0,803.0,37548.0,18.0,385.0,666.0,14.0,585.0,27,54268
"Dovray city, Minnesota",49,60.3,73125,0.0,0.2664,49.0,1.0,0.0,38.0,-666666666.0,0.0,0.0,42.0,15.0,27.0,27,16300
"Spring Lake Park city, Minnesota",6535,43.2,62477,152.0,0.3669,4899.0,721.0,1270.0,3568.0,53138.0,640.0,1211.0,2946.0,200.0,2046.0,27,61996
"St. Augusta city, Minnesota",3720,38.9,85521,61.0,0.3768,3607.0,394.0,748.0,2350.0,46375.0,65.0,723.0,1332.0,16.0,1191.0,27,56724
"Walters city, Minnesota",68,52.0,-666666666,3.0,0.331,66.0,3.0,10.0,28.0,42500.0,0.0,10.0,41.0,3.0,38.0,27,67900
"Alvarado city, Minnesota",386,37.3,54688,8.0,0.4114,360.0,37.0,105.0,193.0,41750.0,17.0,97.0,186.0,17.0,131.0,27,01252
"Grygla city, Minnesota",185,46.1,40000,3.0,0.4146,183.0,15.0,40.0,100.0,29375.0,0.0,40.0,116.0,28.0,60.0,27,26216
"Middle River city, Minnesota",268,49.2,35952,4.0,0.4248,268.0,19.0,44.0,138.0,37500.0,2.0,44.0,164.0,12.0,110.0,27,41912
"Bingham Lake city, Minnesota",171,26.1,51250,10.0,0.419,136.0,12.0,47.0,107.0,26250.0,24.0,44.0,78.0,6.0,68.0,27,05896
"Elgin city, Minnesota",1268,32.0,60208,17.0,0.3412,1246.0,146.0,343.0,755.0,43750.0,0.0,339.0,509.0,10.0,357.0,27,18530
"Talladega city, Alabama",15522,38.3,27719,788.0,0.5201,7419.0,875.0,2492.0,5439.0,26730.0,312.0,2050.0,6679.0,1126.0,3060.0,01,74592
"Lexington town, Alabama",912,38.4,49583,21.0,0.3615,880.0,46.0,211.0,413.0,47031.0,0.0,206.0,419.0,53.0,226.0,01,42640
"Decatur city, Alabama",54478,39.9,48429,1436.0,0.4774,36741.0,6345.0,11694.0,25106.0,41287.0,3865.0,10534.0,24685.0,2572.0,14070.0,01,20104
"Lincoln city, Alabama",6681,42.8,64924,250.0,0.3911,4590.0,692.0,1199.0,3586.0,42031.0,39.0,979.0,3313.0,767.0,2023.0,01,43120
"Woodland town, Alabama",240,54.0,44167,9.0,0.4797,204.0,24.0,28.0,88.0,51250.0,0.0,20.0,129.0,31.0,82.0,01,83400
"Fairhope city, Alabama",21083,43.7,75197,410.0,0.4904,18908.0,5167.0,5171.0,8957.0,32067.0,1403.0,4849.0,9345.0,1555.0,6084.0,01,25240
"Point Clear CDP, Alabama",2652,42.7,56556,207.0,0.548,1294.0,447.0,776.0,1059.0,-666666666.0,75.0,776.0,1152.0,359.0,708.0,01,61488
"Robertsdale city, Alabama",6473,36.1,43906,86.0,0.4222,5876.0,458.0,1922.0,2837.0,58571.0,283.0,1835.0,2582.0,233.0,1346.0,01,65208
"Garden City town, Alabama",557,41.9,38365,31.0,0.4027,551.0,19.0,129.0,230.0,40313.0,2.0,113.0,217.0,28.0,161.0,01,29032
"Georgiana town, Alabama",1806,50.4,28750,73.0,0.4454,501.0,107.0,277.0,592.0,22917.0,25.0,191.0,859.0,335.0,308.0,01,29560
"Brookwood town, Alabama",2139,34.9,64226,43.0,0.3269,1897.0,221.0,455.0,1107.0,46354.0,78.0,427.0,839.0,82.0,653.0,01,09808
"Walnut Grove town, Alabama",833,40.4,41250,5.0,0.426,776.0,31.0,183.0,308.0,39464.0,0.0,130.0,309.0,45.0,184.0,01,79728
"Dothan city, Alabama",67894,39.6,47081,2226.0,0.5042,41971.0,7457.0,14665.0,31073.0,38958.0,2062.0,13818.0,31537.0,5269.0,15544.0,01,21184
"Kinsey town, Alabama",2199,36.8,43684,51.0,0.4017,992.0,115.0,574.0,1055.0,29333.0,24.0,526.0,941.0,145.0,573.0,01,40072
"Theodore CDP, Alabama",6334,34.0,53589,55.0,0.3215,4932.0,402.0,1799.0,2495.0,51813.0,208.0,1457.0,2292.0,257.0,1591.0,01,75768
"Eldridge town, Alabama",153,28.8,55000,3.0,0.3679,137.0,11.0,39.0,63.0,47917.0,0.0,39.0,61.0,11.0,38.0,01,23344
"Jasper city, Alabama",13649,37.2,49201,356.0,0.4656,10876.0,1100.0,3220.0,5647.0,31366.0,362.0,2933.0,6284.0,1015.0,3523.0,01,38416
"Kansas town, Alabama",245,36.1,51250,0.0,0.5482,239.0,9.0,82.0,106.0,41250.0,0.0,68.0,116.0,30.0,77.0,01,39280
"Fultondale city, Alabama",9179,38.3,62825,157.0,0.3607,6189.0,1105.0,1776.0,4982.0,50294.0,852.0,1646.0,3990.0,111.0,2654.0,01,28552
"Anchorage municipality, Alaska",293531,33.6,84928,8918.0,0.4298,183741.0,42593.0,68230.0,165323.0,44389.0,32003.0,64174.0,117380.0,10813.0,65367.0,02,03000
"Point Baker CDP, Alaska",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,02,61190
"St. Paul city, Alaska",395,42.8,59063,11.0,0.3965,46.0,14.0,64.0,211.0,-666666666.0,0.0,61.0,181.0,62.0,65.0,02,66470
"Allakaket city, Alaska",213,27.4,21528,32.0,0.502,37.0,15.0,65.0,104.0,-666666666.0,4.0,61.0,85.0,22.0,39.0,02,01860
"Ridgeway CDP, Alaska",2702,41.4,91029,76.0,0.4148,2305.0,257.0,673.0,1363.0,-666666666.0,23.0,673.0,1038.0,176.0,722.0,02,65345
"Hooper Bay city, Alaska",1141,23.7,36250,108.0,0.4239,62.0,6.0,471.0,418.0,-666666666.0,0.0,292.0,225.0,21.0,140.0,02,33470
"King Cove city, Alaska",1147,41.0,73229,35.0,0.3623,127.0,62.0,202.0,735.0,30547.0,284.0,184.0,370.0,59.0,195.0,02,39410
"Happy Valley CDP, Alaska",588,50.9,53625,36.0,0.3899,524.0,55.0,122.0,191.0,70750.0,5.0,118.0,536.0,281.0,229.0,02,31710
"Slana CDP, Alaska",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,203.0,203.0,0.0,02,70930
"Deltana CDP, Alaska",2430,35.1,95174,148.0,0.329,2187.0,148.0,780.0,1219.0,61818.0,405.0,736.0,994.0,272.0,598.0,02,18675
"Two Rivers CDP, Alaska",663,49.2,-666666666,16.0,0.4219,585.0,0.0,41.0,462.0,-666666666.0,52.0,41.0,411.0,163.0,248.0,02,79830
"Nenana city, Alaska",341,36.9,48750,19.0,0.4433,184.0,31.0,101.0,148.0,-666666666.0,2.0,91.0,208.0,84.0,87.0,02,53050
"Selawik city, Alaska",792,22.8,31250,68.0,0.4702,13.0,11.0,339.0,172.0,-666666666.0,0.0,244.0,189.0,34.0,115.0,02,68230
"Sleetmute CDP, Alaska",94,25.5,41250,7.0,0.4152,8.0,8.0,28.0,45.0,-666666666.0,0.0,27.0,56.0,24.0,24.0,02,71090
"Birch Creek CDP, Alaska",4,-666666666.0,-666666666,0.0,0.2353,0.0,0.0,0.0,2.0,-666666666.0,0.0,0.0,14.0,10.0,2.0,02,07620
"Seldovia Village CDP, Alaska",160,54.6,80278,0.0,0.4039,91.0,9.0,28.0,76.0,-666666666.0,6.0,23.0,202.0,128.0,67.0,02,68370
